"flowerID;""garden"";""species"";""compound"";""tot.vase.days"""
216131;2;1;13;20
216132;2;1;13;19
216133;2;1;13;15
216134;2;1;13;19
217131;2;1;13;13
217132;2;1;13;11
217134;2;1;13;12
218134;2;1;13;19
221131;2;2;13;15
221132;2;2;13;18
221133;2;2;13;15
221134;2;2;13;12
222131;2;2;13;13
222132;2;2;13;17
222134;2;2;13;12
223131;2;2;13;10
223133;2;2;13;15
224133;2;2;13;19
224134;2;2;13;19
225131;2;2;13;15
225132;2;2;13;13
225133;2;2;13;14
226131;2;2;13;9
226132;2;2;13;14
226134;2;2;13;10
227131;2;2;13;16
227132;2;2;13;15
227133;2;2;13;12
227134;2;2;13;9
228131;2;2;13;11
228132;2;2;13;11
228133;2;2;13;13
228134;2;2;13;18
111143;1;1;14;15
111144;1;1;14;13
112141;1;1;14;19
112142;1;1;14;18
112143;1;1;14;13
113141;1;1;14;15
113142;1;1;14;15
113143;1;1;14;16
113144;1;1;14;15
114142;1;1;14;11
114143;1;1;14;21
114144;1;1;14;8
115141;1;1;14;10
115143;1;1;14;13
115144;1;1;14;11
116142;1;1;14;14
116143;1;1;14;16
116144;1;1;14;15
117141;1;1;14;14
117142;1;1;14;16
117143;1;1;14;7
117144;1;1;14;8
118141;1;1;14;16
118142;1;1;14;15
118144;1;1;14;15
121141;1;2;14;11
121142;1;2;14;11
121143;1;2;14;20
121144;1;2;14;15
122142;1;2;14;15
122143;1;2;14;10
122144;1;2;14;8
123141;1;2;14;16
123143;1;2;14;12
123144;1;2;14;19
124141;1;2;14;9
124142;1;2;14;18
124144;1;2;14;13
125141;1;2;14;11
125142;1;2;14;18
125144;1;2;14;12
126141;1;2;14;5
126143;1;2;14;10
126144;1;2;14;16
127141;1;2;14;14
127144;1;2;14;12
128141;1;2;14;19
128142;1;2;14;9
128143;1;2;14;22
128144;1;2;14;16
211141;2;1;14;9
211142;2;1;14;16
211143;2;1;14;15
212141;2;1;14;19
212143;2;1;14;14
213141;2;1;14;16
213142;2;1;14;16
213143;2;1;14;16
213144;2;1;14;10
214142;2;1;14;13
214143;2;1;14;9
214144;2;1;14;12
215141;2;1;14;8
215144;2;1;14;11
216141;2;1;14;12
216142;2;1;14;16
216144;2;1;14;20
217141;2;1;14;17
217142;2;1;14;12
217143;2;1;14;14
217144;2;1;14;16
218141;2;1;14;19
218142;2;1;14;13
218143;2;1;14;11
218144;2;1;14;13
221142;2;2;14;16
221143;2;2;14;11
221144;2;2;14;16
222142;2;2;14;13
222143;2;2;14;15
222144;2;2;14;13
223141;2;2;14;7
223142;2;2;14;15
224141;2;2;14;11
224142;2;2;14;10
224143;2;2;14;14
224144;2;2;14;20
225141;2;2;14;10
226141;2;2;14;12
226142;2;2;14;11
226143;2;2;14;16
226144;2;2;14;16
227141;2;2;14;12
227142;2;2;14;11
227143;2;2;14;9
227144;2;2;14;21
228141;2;2;14;6
228142;2;2;14;18
228143;2;2;14;9
228144;2;2;14;9
111152;1;1;15;22
111153;1;1;15;17
112151;1;1;15;20
112152;1;1;15;18
112153;1;1;15;28
112154;1;1;15;24
113151;1;1;15;18
113153;1;1;15;26
114151;1;1;15;8
114153;1;1;15;23
114154;1;1;15;12
115151;1;1;15;21
115153;1;1;15;25
115154;1;1;15;19
116152;1;1;15;13
116153;1;1;15;16
116154;1;1;15;14
117151;1;1;15;11
117152;1;1;15;16
117153;1;1;15;17
117154;1;1;15;12
118151;1;1;15;23
118152;1;1;15;17
118153;1;1;15;18
118154;1;1;15;21
121152;1;2;15;20
121153;1;2;15;25
121154;1;2;15;14
122152;1;2;15;12
122153;1;2;15;22
122154;1;2;15;29
123151;1;2;15;9
123152;1;2;15;20
123153;1;2;15;15
123154;1;2;15;18
124152;1;2;15;15
124153;1;2;15;19
125151;1;2;15;16
125153;1;2;15;21
125154;1;2;15;19
126152;1;2;15;14
126153;1;2;15;18
127151;1;2;15;13
127152;1;2;15;14
127153;1;2;15;25
127154;1;2;15;20
128151;1;2;15;23
128152;1;2;15;17
128153;1;2;15;20
128154;1;2;15;17
211151;2;1;15;21
211153;2;1;15;23
211154;2;1;15;18
212151;2;1;15;12
212154;2;1;15;10
213151;2;1;15;16
213152;2;1;15;18
213153;2;1;15;15
214151;2;1;15;26
214153;2;1;15;13
214154;2;1;15;19
215151;2;1;15;18
215152;2;1;15;12
215153;2;1;15;16
215154;2;1;15;20
216151;2;1;15;16
216152;2;1;15;14
216154;2;1;15;14
217151;2;1;15;18
217152;2;1;15;22
217153;2;1;15;26
217154;2;1;15;23
218151;2;1;15;17
218152;2;1;15;17
218154;2;1;15;23
221153;2;2;15;20
222151;2;2;15;12
222152;2;2;15;15
223151;2;2;15;10
223152;2;2;15;17
223153;2;2;15;13
223154;2;2;15;11
224151;2;2;15;18
224152;2;2;15;9
224153;2;2;15;13
224154;2;2;15;17
225151;2;2;15;14
225152;2;2;15;12
225153;2;2;15;21
225154;2;2;15;20
226151;2;2;15;19
226152;2;2;15;16
226153;2;2;15;16
227152;2;2;15;20
227153;2;2;15;13
227154;2;2;15;18
228151;2;2;15;16
228152;2;2;15;16
228153;2;2;15;17
228154;2;2;15;23
